Rank,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1560,F-Zero 14941,PS,1984,Shooter,Bandai,1.15,0.64,0.49,0.27,2.55
1561,Donkey Kong 9744,DC,2013,Platform,LucasArts,1.82,0.72,0.0,0.01,2.55
1562,NCAA Football 7858,DS,2007,Racing,Electronic Arts,1.78,0.21,0.18,0.37,2.54
1563,Pro Evolution Soccer 3242,DC,1986,Action,Take-Two Interactive,1.53,0.53,0.21,0.27,2.54
1564,Dead or Alive 7569,DS,1983,Platform,Bethesda,0.62,1.83,0.08,0.01,2.54
1565,Pro Evolution Soccer 34,XOne,2016,Action,Sony Computer Entertainment,1.45,0.7,0.38,0.01,2.54
1566,Castlevania 15946,PS3,2011,Puzzle,Ubisoft,1.63,0.11,0.7,0.1,2.54
1567,Spyro 1594,GBA,2001,Misc,LucasArts,2.04,0.37,0.05,0.08,2.54
1568,Dragon Quest 5522,PC,2011,Strategy,Ubisoft,1.01,0.81,0.49,0.23,2.54
1569,Tomb Raider 5202,DC,1984,Sports,2K Games,1.61,0.54,0.19,0.2,2.54
1570,Pro Evolution Soccer 54,N64,1994,Misc,THQ,1.06,1.4,0.0,0.08,2.54
1571,Dragon Quest 2312,DS,2001,Action,Microsoft Game Studios,0.31,1.01,0.45,0.77,2.54
1572,Street Fighter 15711,PS4,1988,Shooter,Namco Bandai,1.39,0.82,0.29,0.04,2.54
1573,Tekken 6985,XOne,1992,Fighting,Microsoft Game Studios,1.48,0.15,0.79,0.12,2.54
1574,Star Fox 7808,GC,2008,Shooter,Bandai,0.76,0.72,0.68,0.38,2.54
1575,Mortal Kombat 10974,SAT,1989,Sports,Deep Silver,1.58,0.02,0.36,0.58,2.54
1576,Final Fantasy 6864,DC,2016,Misc,Sony Computer Entertainment,0.75,0.87,0.02,0.9,2.54
1577,Metroid 6247,PS2,1995,Racing,Nintendo,0.23,0.44,1.7,0.17,2.54
1578,Mortal Kombat 14095,PS3,2009,Strategy,Ubisoft,1.11,0.81,0.45,0.17,2.54
1579,Madden NFL 4048,DS,1991,Fighting,LucasArts,1.22,0.19,0.52,0.61,2.54
1580,Pro Evolution Soccer 6236,DS,2012,Racing,Square Enix,0.8,0.27,1.46,0.01,2.54
1581,Crash Bandicoot 10356,GC,2012,Adventure,Bethesda,0.9,0.95,0.49,0.2,2.54
1582,Tekken 11903,XOne,2003,Simulation,Bandai,1.09,1.04,0.31,0.1,2.54
1583,NCAA Football 521,NES,1998,Role-Playing,THQ,1.88,0.23,0.19,0.24,2.54
1584,Tiger Woods PGA Tour 9409,XB,1982,Simulation,Electronic Arts,0.31,0.43,1.56,0.24,2.54
1585,Castlevania 11795,SNES,1987,Action,Sega,1.93,0.05,0.19,0.37,2.54
1586,Madden NFL 5226,N64,1990,Fighting,Electronic Arts,1.29,1.02,0.13,0.09,2.53
1587,Mortal Kombat 10167,PC,2001,Misc,Electronic Arts,0.88,1.51,0.13,0.01,2.53
1588,Street Fighter 9510,PC,2009,Shooter,Deep Silver,1.43,0.75,0.19,0.16,2.53
1589,F-Zero 13539,GC,1991,Role-Playing,Nintendo,1.83,0.43,0.03,0.24,2.53
1590,Tekken 2426,XOne,2009,Sports,505 Games,1.7,0.52,0.17,0.14,2.53
1591,F-Zero 9423,SNES,1992,Fighting,Electronic Arts,1.22,0.32,0.5,0.49,2.53
1592,Dragon Quest 9333,DS,2009,Platform,Activision,1.73,0.74,0.06,0.0,2.53
1593,Madden NFL 8000,DS,2006,Shooter,Capcom,1.43,0.96,0.13,0.01,2.53
1594,Dead or Alive 11742,X360,2003,Shooter,LucasArts,0.17,1.85,0.38,0.13,2.53
1595,F-Zero 14896,PS2,1989,Shooter,Bethesda,0.34,2.0,0.16,0.03,2.53
1596,Spyro 3180,PS3,2014,Sports,THQ,0.28,1.87,0.14,0.24,2.53
1597,NCAA Football 14691,GBA,1984,Action,LucasArts,1.3,0.68,0.26,0.29,2.53
1598,Crash Bandicoot 4875,NES,2002,Role-Playing,Square Enix,1.16,0.79,0.22,0.36,2.53
1599,Tomb Raider 10253,WiiU,2007,Shooter,Sega,0.78,1.24,0.21,0.3,2.53
1600,Pro Evolution Soccer 1586,SAT,1980,Platform,Microsoft Game Studios,1.76,0.12,0.59,0.06,2.53
1601,Crash Bandicoot 10875,DS,2006,Strategy,Deep Silver,0.87,1.18,0.44,0.04,2.53
1602,Donkey Kong 12138,XOne,1988,Shooter,Activision,0.6,1.39,0.47,0.07,2.53
1603,Tekken 816,PC,1995,Adventure,Square Enix,0.85,1.02,0.44,0.22,2.53
1604,Dragon Quest 607,N64,1995,Misc,2K Games,0.72,1.26,0.39,0.16,2.53
1605,Street Fighter 12596,GBA,2010,Misc,2K Games,1.47,0.57,0.11,0.38,2.53
1606,Silent Hill 12978,PC,1983,Shooter,Namco Bandai,1.83,0.34,0.32,0.04,2.53
1607,Tomb Raider 4063,DC,2016,Fighting,THQ,0.86,0.65,0.94,0.08,2.53
1608,Metroid 14045,GBA,1986,Simulation,Nintendo,1.66,0.52,0.09,0.26,2.53
1609,Donkey Kong 5940,NES,1990,Fighting,Take-Two Interactive,1.7,0.21,0.31,0.31,2.53
1610,Star Fox 15013,WiiU,1994,Strategy,Nintendo,1.17,0.3,0.94,0.12,2.53
1611,NBA 1121,PS4,1985,Shooter,Sega,1.08,0.21,1.23,0.01,2.53
1612,Metroid 2554,XOne,1990,Adventure,Konami,0.17,1.8,0.35,0.2,2.52
1613,Spyro 7416,Wii,2014,Strategy,Electronic Arts,0.8,0.58,1.01,0.13,2.52
1614,Tiger Woods PGA Tour 2506,NES,1989,Role-Playing,LucasArts,1.36,1.1,0.04,0.02,2.52
1615,NCAA Football 15456,GC,1990,Misc,Square Enix,0.75,1.53,0.07,0.17,2.52
1616,Kirby 12735,XB,1996,Action,Electronic Arts,0.14,1.11,1.1,0.17,2.52
1617,Crash Bandicoot 15349,DS,1990,Role-Playing,THQ,0.78,1.58,0.12,0.04,2.52
1618,Madden NFL 15638,SAT,2009,Racing,LucasArts,0.3,1.73,0.02,0.47,2.52
1619,Dead or Alive 7357,XB,2005,Adventure,Sega,1.09,0.86,0.31,0.26,2.52
1620,Crash Bandicoot 4568,SNES,1988,Sports,THQ,0.42,0.8,0.81,0.49,2.52
1621,NCAA Football 8238,PC,2003,Misc,Electronic Arts,1.35,0.75,0.31,0.11,2.52
1622,Dragon Quest 8989,XB,2011,Platform,Ubisoft,1.06,0.45,0.6,0.41,2.52
1623,Madden NFL 4170,N64,1981,Simulation,Namco Bandai,0.87,0.9,0.68,0.07,2.52
1624,Madden NFL 772,GC,1991,Strategy,Capcom,1.97,0.09,0.43,0.03,2.52
1625,Silent Hill 13251,X360,1991,Shooter,THQ,0.53,1.04,0.66,0.29,2.52
1626,Star Fox 8969,Wii,2006,Adventure,Namco Bandai,0.38,1.49,0.39,0.26,2.52
1627,Spyro 13900,PS4,2010,Sports,Deep Silver,1.33,0.2,0.6,0.39,2.52
1628,Final Fantasy 11890,DS,1992,Shooter,LucasArts,0.83,0.9,0.53,0.26,2.52
1629,Tomb Raider 5138,PS2,2007,Racing,2K Games,0.63,1.76,0.08,0.05,2.52
1630,Madden NFL 6015,GC,1995,Strategy,LucasArts,1.77,0.32,0.05,0.38,2.52
1631,NCAA Football 2652,XOne,1981,Fighting,Square Enix,0.52,0.76,0.8,0.44,2.52
1632,Dead or Alive 13119,XOne,1983,Platform,505 Games,0.45,1.08,0.56,0.43,2.52
1633,Dragon Quest 12242,PC,1992,Fighting,Ubisoft,1.37,0.02,1.12,0.01,2.52
1634,F-Zero 10668,SAT,2012,Action,2K Games,0.28,1.33,0.72,0.19,2.52
1635,F-Zero 7526,PS4,1986,Racing,LucasArts,0.92,0.87,0.35,0.37,2.51
1636,Madden NFL 7857,PSP,1994,Role-Playing,Square Enix,0.35,0.94,1.16,0.06,2.51
1637,Spyro 2499,SNES,1985,Puzzle,2K Games,1.05,0.9,0.43,0.13,2.51
1638,Donkey Kong 2500,DS,2005,Action,Ubisoft,1.88,0.48,0.03,0.12,2.51
1639,Donkey Kong 1646,SAT,2007,Misc,Deep Silver,1.17,0.93,0.36,0.05,2.51
1640,Metroid 5272,PS4,2015,Platform,THQ,1.72,0.55,0.12,0.12,2.51
1641,Madden NFL 18,PS4,2016,Action,Activision,1.37,0.33,0.76,0.05,2.51
1642,Final Fantasy 1305,DS,1994,Simulation,Take-Two Interactive,1.07,0.22,0.86,0.36,2.51
1643,Mega Man 3819,PC,1990,Action,Namco Bandai,1.58,0.65,0.19,0.09,2.51
1644,Kirby 13415,SAT,2010,Platform,2K Games,1.88,0.57,0.03,0.03,2.51
1645,Tomb Raider 8433,3DS,2008,Platform,Capcom,0.52,1.61,0.29,0.09,2.51
1646,Crash Bandicoot 6991,N64,2008,Simulation,2K Games,0.8,1.53,0.13,0.05,2.51
1647,Tekken 1338,GBA,1980,Puzzle,Square Enix,1.5,0.27,0.45,0.29,2.51
1648,Sonic the Hedgehog 8104,GBA,1986,Simulation,Activision,1.37,0.7,0.36,0.08,2.51
1649,Mega Man 2752,WiiU,2010,Role-Playing,Activision,0.34,0.64,1.46,0.07,2.51
1650,NCAA Football 10243,XB,1994,Racing,LucasArts,0.98,0.12,0.93,0.48,2.51
1651,Castlevania 2958,N64,1990,Simulation,Deep Silver,1.1,0.92,0.34,0.15,2.51
1652,Mega Man 7640,SNES,2014,Racing,Square Enix,1.38,0.42,0.47,0.24,2.51
1653,Donkey Kong 7064,PS,2014,Platform,Microsoft Game Studios,0.85,0.65,0.86,0.15,2.51
1654,Crash Bandicoot 11217,DC,2016,Shooter,LucasArts,1.43,0.31,0.42,0.35,2.51
1655,Castlevania 7985,PSP,1982,Sports,Activision,2.15,0.01,0.03,0.32,2.51
1656,Metroid 3450,DS,1992,Simulation,LucasArts,0.86,0.39,1.15,0.11,2.51
1657,Tekken 2643,XOne,2015,Puzzle,Microsoft Game Studios,2.16,0.01,0.29,0.05,2.51
1658,Crash Bandicoot 1279,N64,2005,Strategy,Deep Silver,1.59,0.16,0.63,0.13,2.51
1659,Silent Hill 14952,WiiU,1989,Shooter,Bandai,0.95,1.14,0.3,0.12,2.51
1660,Star Fox 14497,PS,1988,Misc,Ubisoft,0.12,1.99,0.37,0.03,2.51
1661,Kirby 9538,XOne,1991,Adventure,LucasArts,0.92,1.11,0.41,0.07,2.51
1662,Sonic the Hedgehog 5711,GBA,1996,Shooter,2K Games,0.04,2.17,0.09,0.21,2.51
1663,Donkey Kong 7386,PS2,1997,Puzzle,Take-Two Interactive,2.2,0.01,0.22,0.08,2.51
1664,Star Fox 2473,XOne,2010,Platform,Take-Two Interactive,0.54,1.72,0.11,0.14,2.51
1665,Metal Gear Solid 9512,NES,2013,Sports,Ubisoft,0.29,1.14,0.22,0.85,2.5
1666,NBA 15133,DS,1996,Adventure,Capcom,0.19,1.92,0.27,0.12,2.5
1667,F-Zero 6133,X360,1999,Adventure,Electronic Arts,0.02,1.6,0.5,0.38,2.5
1668,Madden NFL 130,GBA,1993,Strategy,Konami,0.62,0.87,0.03,0.98,2.5
1669,Metal Gear Solid 13028,PSP,2010,Racing,Konami,0.66,1.15,0.53,0.16,2.5
1670,Mega Man 8198,SAT,2003,Role-Playing,Atari,1.28,1.08,0.06,0.08,2.5
1671,Silent Hill 4837,XB,1991,Role-Playing,Sega,1.23,0.19,1.02,0.06,2.5
1672,Tomb Raider 12293,Wii,1982,Puzzle,Square Enix,1.38,0.49,0.42,0.21,2.5
1673,Dead or Alive 4688,WiiU,2000,Strategy,Electronic Arts,0.88,1.21,0.34,0.07,2.5
1674,NCAA Football 6781,SNES,2002,Sports,Activision,1.76,0.49,0.11,0.14,2.5
1675,Mortal Kombat 11975,SNES,2006,Platform,2K Games,0.27,1.77,0.43,0.03,2.5
1676,Silent Hill 7140,X360,2004,Puzzle,505 Games,1.66,0.65,0.07,0.12,2.5
1677,Dragon Quest 11881,GC,2013,Puzzle,2K Games,0.46,1.02,0.98,0.04,2.5
1678,Crash Bandicoot 9395,PC,1981,Shooter,Bethesda,0.47,0.94,0.59,0.5,2.5
1679,Street Fighter 4623,PS2,2002,Simulation,Atari,0.01,2.17,0.01,0.31,2.5
1680,Crash Bandicoot 1862,PS,1993,Sports,Activision,1.04,1.01,0.42,0.03,2.5
1681,Street Fighter 2010,PS4,1988,Strategy,Ubisoft,1.98,0.18,0.01,0.33,2.5
1682,NBA 8881,SAT,2001,Puzzle,Bethesda,0.94,0.92,0.45,0.19,2.5
1683,Mortal Kombat 8562,3DS,2010,Strategy,Microsoft Game Studios,0.57,0.85,1.01,0.07,2.5
1684,Castlevania 2857,PS3,1999,Platform,Deep Silver,1.72,0.7,0.04,0.04,2.5
1685,Donkey Kong 7630,PS4,1999,Fighting,Electronic Arts,1.41,0.31,0.68,0.1,2.5
1686,Sonic the Hedgehog 4524,SAT,2003,Platform,Ubisoft,0.71,0.52,0.84,0.43,2.5
1687,Pro Evolution Soccer 9210,WiiU,2010,Sports,LucasArts,1.03,0.99,0.27,0.21,2.5
1688,Mega Man 4507,GBA,1981,Misc,2K Games,1.28,0.74,0.41,0.06,2.49
1689,Metroid 14348,N64,2002,Simulation,THQ,0.87,1.05,0.29,0.28,2.49
1690,Tekken 6176,XB,2013,Strategy,Nintendo,2.01,0.22,0.15,0.11,2.49
1691,Tekken 8311,NES,1987,Misc,Sony Computer Entertainment,1.01,0.07,1.39,0.02,2.49
1692,Silent Hill 11305,PSP,1993,Shooter,Activision,2.35,0.07,0.07,0.0,2.49
1693,Mega Man 12465,PSP,1982,Shooter,2K Games,1.03,0.71,0.33,0.42,2.49
1694,Sonic the Hedgehog 15007,N64,2007,Racing,Konami,0.7,1.32,0.19,0.28,2.49
1695,F-Zero 867,SAT,2015,Adventure,Capcom,1.83,0.42,0.19,0.05,2.49
1696,Final Fantasy 1664,PS4,1983,Role-Playing,Bandai,2.07,0.2,0.1,0.12,2.49
1697,Dead or Alive 11913,PS3,2005,Racing,Microsoft Game Studios,1.81,0.33,0.19,0.16,2.49
1698,Crash Bandicoot 12907,PS3,1991,Racing,Capcom,1.06,0.37,0.4,0.66,2.49
1699,F-Zero 5476,GBA,2001,Strategy,LucasArts,1.12,0.28,1.01,0.08,2.49
1700,Spyro 9894,X360,1994,Adventure,LucasArts,1.14,0.93,0.22,0.2,2.49
1701,Pro Evolution Soccer 15388,PS4,2006,Strategy,THQ,0.47,1.55,0.32,0.15,2.49
1702,Street Fighter 11572,DC,2010,Misc,Konami,0.7,0.35,1.32,0.12,2.49
1703,Pro Evolution Soccer 5743,DS,1993,Puzzle,Bandai,1.36,0.54,0.44,0.15,2.49
1704,Star Fox 1938,DS,1988,Fighting,Atari,2.19,0.1,0.08,0.12,2.49
1705,Street Fighter 12325,WiiU,1992,Puzzle,LucasArts,1.5,0.44,0.2,0.35,2.49
1706,Sonic the Hedgehog 2006,XOne,2011,Puzzle,Konami,1.01,0.42,0.4,0.66,2.49
1707,Dragon Quest 1232,WiiU,2007,Misc,Namco Bandai,2.15,0.01,0.04,0.29,2.49
1708,Mortal Kombat 1883,PS2,2013,Racing,Take-Two Interactive,1.15,1.27,0.06,0.01,2.49
1709,Pro Evolution Soccer 3478,DC,2006,Role-Playing,Nintendo,0.53,1.69,0.23,0.04,2.49
1710,NBA 4902,DC,2001,Sports,Namco Bandai,0.16,1.67,0.4,0.26,2.49
1711,NBA 4198,PC,2001,Platform,Atari,1.28,0.82,0.28,0.11,2.49
1712,Dead or Alive 11087,GC,1998,Action,Activision,0.84,0.72,0.68,0.24,2.48
1713,Crash Bandicoot 2468,DS,1991,Simulation,Sony Computer Entertainment,2.05,0.09,0.33,0.01,2.48
1714,NBA 12687,SAT,1993,Role-Playing,Activision,1.31,0.88,0.06,0.23,2.48
1715,Kirby 14604,PSP,1993,Role-Playing,Sony Computer Entertainment,0.56,0.57,0.74,0.61,2.48
1716,Metal Gear Solid 12945,PS2,2011,Racing,Namco Bandai,0.33,1.8,0.29,0.06,2.48
1717,Donkey Kong 1157,PS,1998,Racing,Take-Two Interactive,1.49,0.25,0.3,0.44,2.48
1718,NCAA Football 2190,PC,1991,Shooter,Capcom,1.25,0.28,0.48,0.47,2.48
1719,Donkey Kong 39,3DS,1990,Misc,LucasArts,0.33,0.39,1.33,0.43,2.48
1720,Pro Evolution Soccer 1006,PS4,2004,Puzzle,2K Games,0.63,0.37,1.46,0.02,2.48
1721,Silent Hill 5221,PSP,2001,Fighting,Konami,0.8,1.36,0.07,0.25,2.48
1722,F-Zero 11070,PS3,1980,Strategy,Square Enix,0.24,2.18,0.02,0.04,2.48
1723,Metroid 2875,PS,1991,Shooter,Electronic Arts,0.55,0.89,1.03,0.01,2.48
1724,Mortal Kombat 8897,GBA,1980,Puzzle,Bandai,0.41,0.91,0.39,0.77,2.48
1725,Spyro 854,WiiU,2013,Shooter,2K Games,1.38,0.34,0.72,0.04,2.48
1726,Metal Gear Solid 9075,PS2,1999,Platform,Square Enix,1.3,0.58,0.33,0.27,2.48
1727,Dead or Alive 11586,X360,1982,Adventure,THQ,1.55,0.78,0.13,0.02,2.48
1728,Tekken 11712,DC,2015,Fighting,Sony Computer Entertainment,0.69,0.3,0.74,0.75,2.48
1729,Star Fox 6995,SAT,1984,Action,Atari,0.46,1.22,0.04,0.76,2.48
1730,Mortal Kombat 15604,GC,1996,Sports,Sony Computer Entertainment,0.14,1.25,1.01,0.08,2.48
1731,Crash Bandicoot 10136,SNES,1989,Strategy,Capcom,1.62,0.14,0.69,0.03,2.48
1732,Dragon Quest 4259,PS4,1981,Role-Playing,Activision,1.23,0.99,0.04,0.22,2.48
1733,Pro Evolution Soccer 6504,XB,1992,Fighting,Microsoft Game Studios,1.73,0.56,0.09,0.1,2.48
1734,F-Zero 580,GBA,2013,Sports,Sony Computer Entertainment,1.27,0.67,0.27,0.27,2.48
1735,Dragon Quest 1210,N64,1988,Simulation,Microsoft Game Studios,1.83,0.29,0.18,0.18,2.48
1736,Star Fox 10827,SAT,1983,Shooter,Nintendo,1.69,0.18,0.52,0.08,2.47
1737,Kirby 14993,PS,1980,Fighting,Activision,1.88,0.06,0.27,0.26,2.47
1738,Tiger Woods PGA Tour 1841,PS2,2010,Fighting,2K Games,1.52,0.36,0.34,0.25,2.47
1739,Street Fighter 7334,XB,1986,Action,2K Games,0.8,0.54,1.0,0.13,2.47
1740,Star Fox 10727,SAT,2004,Fighting,Capcom,1.86,0.43,0.02,0.16,2.47
1741,Spyro 3174,PS3,2001,Fighting,Square Enix,0.01,2.19,0.06,0.21,2.47
1742,Crash Bandicoot 7696,N64,2016,Platform,Ubisoft,0.16,1.84,0.28,0.19,2.47
1743,Metal Gear Solid 842,PSP,1987,Simulation,Bethesda,1.78,0.47,0.1,0.12,2.47
1744,NBA 525,PS2,1996,Adventure,Take-Two Interactive,0.5,1.02,0.75,0.2,2.47
1745,Mega Man 845,WiiU,1986,Role-Playing,Namco Bandai,2.03,0.17,0.11,0.16,2.47
1746,Castlevania 10609,SAT,1995,Racing,Electronic Arts,0.1,1.63,0.61,0.13,2.47
1747,Donkey Kong 13052,SAT,1991,Misc,Take-Two Interactive,1.45,0.55,0.46,0.01,2.47
1748,Donkey Kong 14900,GBA,1983,Fighting,Deep Silver,0.8,1.61,0.06,0.0,2.47
1749,Tomb Raider 5956,GBA,2013,Action,THQ,0.72,1.06,0.36,0.33,2.47
1750,Metal Gear Solid 9303,GBA,1988,Strategy,2K Games,0.82,1.26,0.28,0.11,2.47
1751,Madden NFL 888,GBA,1999,Fighting,Activision,1.83,0.5,0.09,0.05,2.47
1752,Dragon Quest 10006,XOne,2004,Simulation,Microsoft Game Studios,0.09,1.37,0.97,0.04,2.47
1753,Metal Gear Solid 14135,PSP,1983,Strategy,Sony Computer Entertainment,0.39,0.27,1.79,0.02,2.47
1754,Tiger Woods PGA Tour 7302,3DS,2009,Sports,505 Games,0.48,1.35,0.31,0.33,2.47
1755,Tekken 7332,PS,2004,Misc,Atari,0.8,1.4,0.04,0.23,2.47
1756,Sonic the Hedgehog 13951,PS3,2012,Action,Electronic Arts,0.99,1.02,0.11,0.35,2.47
1757,Kirby 1240,PC,2006,Racing,Sega,0.65,1.45,0.19,0.18,2.47
1758,NBA 4846,GC,1983,Platform,Bandai,0.58,0.14,1.52,0.23,2.47
1759,NBA 14256,X360,1993,Simulation,Activision,1.34,1.04,0.01,0.08,2.47
1760,Silent Hill 255,PSP,2015,Misc,Bethesda,1.7,0.48,0.13,0.16,2.47
1761,Street Fighter 8804,GC,1987,Strategy,505 Games,1.04,1.24,0.11,0.07,2.46
1762,Dragon Quest 15505,PS,2008,Fighting,Square Enix,0.28,2.11,0.05,0.02,2.46
1763,Star Fox 2661,PS3,2009,Shooter,Bandai,1.22,0.34,0.04,0.86,2.46
1764,Star Fox 10935,PC,1997,Action,Deep Silver,1.73,0.13,0.49,0.11,2.46
1765,NBA 13548,PSP,2009,Simulation,Take-Two Interactive,1.0,0.58,0.25,0.63,2.46
1766,Street Fighter 5281,SNES,1986,Simulation,Bandai,1.44,0.48,0.45,0.09,2.46
1767,Tiger Woods PGA Tour 12305,GBA,2004,Shooter,Capcom,1.72,0.14,0.45,0.15,2.46
1768,Donkey Kong 12390,SAT,1984,Role-Playing,Microsoft Game Studios,2.0,0.08,0.12,0.26,2.46
1769,Metroid 6139,DC,2006,Simulation,Konami,1.4,0.88,0.11,0.07,2.46
1770,Pro Evolution Soccer 1294,XOne,1987,Misc,Nintendo,0.39,1.54,0.37,0.16,2.46
1771,Mega Man 2184,DS,1982,Racing,Atari,0.53,1.55,0.26,0.12,2.46
1772,Kirby 9818,PS4,2001,Role-Playing,Electronic Arts,0.93,0.54,0.66,0.33,2.46
1773,Street Fighter 1590,X360,2004,Role-Playing,Take-Two Interactive,1.38,0.17,0.77,0.14,2.46
1774,Dragon Quest 11723,PC,1989,Shooter,Capcom,2.17,0.18,0.05,0.06,2.46
1775,Madden NFL 4511,DC,1988,Sports,Bandai,0.33,0.91,0.97,0.25,2.46
1776,Dead or Alive 624,PSP,2000,Fighting,LucasArts,2.05,0.36,0.03,0.02,2.46
1777,Final Fantasy 6758,XOne,1997,Role-Playing,Konami,1.07,1.36,0.03,0.0,2.46
1778,Final Fantasy 4238,SAT,2008,Adventure,LucasArts,0.11,1.63,0.2,0.52,2.46
1779,Crash Bandicoot 2492,PS4,1982,Fighting,Electronic Arts,2.09,0.23,0.05,0.09,2.46
1780,Donkey Kong 15461,PS2,2003,Shooter,Ubisoft,0.56,1.24,0.55,0.11,2.46
1781,Spyro 11338,SAT,1983,Platform,Atari,0.21,0.53,1.7,0.02,2.46
1782,Tomb Raider 4286,GBA,1993,Simulation,505 Games,1.48,0.92,0.04,0.02,2.46
1783,Final Fantasy 12844,XB,1984,Shooter,Atari,0.11,1.8,0.41,0.14,2.46
1784,Dead or Alive 6839,PC,2005,Shooter,Deep Silver,0.32,1.14,0.82,0.17,2.45
1785,Crash Bandicoot 4400,XB,1993,Action,Deep Silver,0.72,0.18,0.65,0.9,2.45
1786,Castlevania 7732,SNES,2003,Adventure,Square Enix,0.17,1.11,0.9,0.27,2.45
1787,F-Zero 3595,3DS,2010,Adventure,Microsoft Game Studios,1.22,0.83,0.17,0.23,2.45
1788,Tiger Woods PGA Tour 6193,NES,2011,Shooter,Capcom,1.77,0.1,0.12,0.46,2.45
1789,Crash Bandicoot 12417,3DS,2004,Role-Playing,Bandai,1.14,0.37,0.53,0.41,2.45
1790,Sonic the Hedgehog 160,GBA,2000,Adventure,Deep Silver,0.41,0.86,0.8,0.38,2.45
1791,Street Fighter 10560,GC,2010,Sports,Namco Bandai,0.85,1.45,0.15,0.0,2.45
1792,F-Zero 10684,PC,2009,Racing,Capcom,1.49,0.3,0.56,0.1,2.45
1793,F-Zero 14981,3DS,2011,Simulation,Electronic Arts,1.74,0.58,0.05,0.08,2.45
1794,NCAA Football 15900,PC,2007,Puzzle,Ubisoft,0.19,1.92,0.19,0.15,2.45
1795,Silent Hill 12459,X360,1988,Shooter,Bandai,1.12,1.15,0.13,0.05,2.45
1796,Kirby 6031,XOne,2007,Fighting,Take-Two Interactive,0.31,1.57,0.53,0.04,2.45
1797,Star Fox 6005,XB,1993,Action,Take-Two Interactive,1.77,0.15,0.28,0.25,2.45
1798,Dead or Alive 9441,DC,2012,Shooter,Deep Silver,0.33,1.43,0.3,0.39,2.45
1799,NCAA Football 6595,DC,1980,Shooter,Take-Two Interactive,0.64,1.72,0.07,0.02,2.45
1800,Spyro 1605,PSP,2003,Strategy,Capcom,0.86,0.89,0.63,0.07,2.45
1801,F-Zero 12798,GC,2014,Sports,Bethesda,1.85,0.23,0.23,0.14,2.45
1802,Silent Hill 8563,PS,1999,Shooter,LucasArts,1.16,1.28,0.01,0.0,2.45
1803,NCAA Football 1840,XOne,2013,Puzzle,Capcom,0.88,1.0,0.36,0.21,2.45
1804,Crash Bandicoot 1695,PS2,1981,Action,Capcom,1.17,0.77,0.07,0.44,2.45
1805,Spyro 11155,DS,1985,Role-Playing,Nintendo,0.4,1.99,0.05,0.01,2.45
1806,NCAA Football 11116,XOne,1991,Platform,THQ,0.31,2.1,0.04,0.0,2.45
1807,Castlevania 11501,PS2,1983,Sports,Nintendo,1.51,0.88,0.03,0.03,2.45
1808,Tomb Raider 7368,XOne,1995,Adventure,THQ,0.91,1.4,0.02,0.12,2.45
1809,Pro Evolution Soccer 14376,PC,2003,Misc,Sony Computer Entertainment,1.3,0.82,0.2,0.13,2.45
1810,Kirby 6696,NES,1999,Strategy,Bandai,1.28,1.15,0.01,0.01,2.45
1811,Tiger Woods PGA Tour 9778,N64,2012,Strategy,Bethesda,0.18,0.99,0.56,0.72,2.45
1812,Tiger Woods PGA Tour 14875,SAT,1980,Misc,505 Games,2.0,0.3,0.15,0.0,2.45
1813,Crash Bandicoot 11699,XOne,2003,Role-Playing,505 Games,1.06,0.95,0.13,0.31,2.45
1814,Mega Man 4233,DS,1995,Sports,Nintendo,2.01,0.11,0.22,0.11,2.45
1815,Kirby 9830,WiiU,1983,Platform,Capcom,1.62,0.09,0.51,0.22,2.44
1816,Dragon Quest 4485,NES,2011,Action,Bandai,1.77,0.03,0.57,0.07,2.44
1817,Crash Bandicoot 8327,PS,2009,Shooter,THQ,1.64,0.4,0.27,0.13,2.44
1818,Metroid 10799,GC,2003,Platform,Atari,1.2,0.46,0.78,0.0,2.44
1819,Metroid 2113,3DS,2001,Action,THQ,1.89,0.23,0.07,0.25,2.44
1820,Kirby 5495,PC,1999,Simulation,Namco Bandai,0.36,1.31,0.35,0.42,2.44
1821,Crash Bandicoot 14073,PS2,1999,Action,Deep Silver,1.2,0.6,0.53,0.11,2.44
1822,Kirby 7156,N64,1992,Role-Playing,Microsoft Game Studios,1.48,0.49,0.06,0.41,2.44
1823,Dragon Quest 6322,PS3,2000,Misc,Sega,1.78,0.54,0.01,0.11,2.44
1824,NCAA Football 11910,PS4,2013,Platform,THQ,0.4,1.45,0.53,0.06,2.44
1825,Donkey Kong 4180,NES,1981,Strategy,Namco Bandai,1.99,0.1,0.33,0.02,2.44
1826,Sonic the Hedgehog 9189,PS3,2016,Misc,Sega,0.81,0.93,0.37,0.33,2.44
1827,Castlevania 3609,PS2,2010,Role-Playing,Activision,1.02,0.04,0.9,0.48,2.44
1828,Silent Hill 11136,PSP,2002,Platform,LucasArts,1.13,1.06,0.23,0.02,2.44
1829,Street Fighter 10408,PS3,1986,Fighting,Capcom,1.41,0.69,0.31,0.03,2.44
1830,Castlevania 8431,PS2,1982,Strategy,Namco Bandai,0.5,1.49,0.18,0.27,2.44
1831,Dead or Alive 146,DC,1985,Racing,Electronic Arts,1.03,0.13,0.86,0.42,2.44
